Name,EP,GP
Smitedd,0,150
Enidlaogong,0,150
pydeal--SS,0,150
saitamaa,0,150
Chopchop,0,150
uguysrkeng,0,150
Loveash,0,150
ding,6344,167
Lalalalisa,0,150
Fallser,0,150
Gcp - DZ/D,0,150
Nigeniu-萨满,11249,422
beefhotpot,1535,150
Babylonia,0,150
Purpledot,0,150
LittlePanda,1206,150
Roxxo,0,150
Iceboxs,6469,162
Guldane,0,150
Riverwind,0,150
Neverchoose,0,150
Yagao-Herod,0,150
Hitop,0,150
Hzg,0,150
NVWarrior,0,150
Darkborne,0,150
sangelaile猎人,0,150
Monkeykingg,0,150
Lan James,10348,389
atankqwe,0,150
epimetheus,0,150
Megawatts,2085,150
Confucious,0,150
Ssl,0,150
November,0,150
Beewhy,0,150
Caspper-warlock,0,150
wei,0,150
Tinyhoof,0,150
Badbeat,0,150
盒盒,0,150
Xyy,0,150
Liiet,1440,150
Ititii,0,150
Sumologic,0,150
wulichen,0,150
Kriswu,0,150
Yelingxue,0,150
Murrior,0,150
Katououo,0,150
Rollaway-Rogue,2400,150
Nataly MS Brian8068-1537,0,150
Itchyspider,11354,287
luckyfive,11399,566
Urel,11399,181
BadgirlRR,0,150
Tiansoli,10378,248
Ireplaceable,353,150
Miraclebull,0,150
AliceLiu,10139,162
Yukiko,0,150
Edoo,3746,347
Vurtnè,10734,177
littlerio,0,150
Litshaman,0,150
Hooyou,0,150
ZS-neiyo,0,150
Stounes - Mage,0,150
Ballsbeater,0,150
ruilink,0,150
Primechop,0,150
Backkom,1747,207
Amai,11399,166
Nemsey,0,150
zaezacet,0,150
Pipinee,11399,297
Vermouth,9073,260
Cocacolaa,1599,153
tonylol,0,150
Icebluesky,11228,150
perhapss,0,150
Issis,0,150
caer/ghosthunter,0,150
Omegaga,0,150
Panzura--Mage,0,150
Buttercoop,0,150
Necromanncer,9386,150
!waterfk,0,150
Fey,0,150
Hakumatata,0,150
Dagebiepao--ZS,0,150
Ironsky,0,150
DiDiZhan,0,150
Wayfieng,1501,150
Frozenj,0,150
Nailyo,4438,234
wulavivi,0,150
kooties,0,150
Heynew,6153,424
watchmen,0,150
jokerblack,0,150
Emelt,0,150
moonj,0,150
i dont give fuck,0,150
Yokey,0,150
MarcLegend,9500,330
Ly9,0,150
Idlen,0,150
Stoneheart,0,150
Lawt,0,150
Blackcurse,0,150
BIdaixie,0,150
薛定谔的兔子,0,150
cheeseman,0,150
Udhashashin,0,150
Qialifornia,6830,444
Fspp,0,150
LyleLyle,9287,189
holynirvana,0,150
Drpoision,0,150
mazhenn,0,150
Northwind,0,150
Roshan,0,150
Dankcalgar - 法师,0,150
Ricky-Sixsixsix,0,150
Usoopp,0,150
Porkguy戰坦,0,150
waaghrior,0,150
Leeeeeeoy,0,150
Chubbyhoof,11371,348
LilArgot,0,150
icymilk,0,150
Nekgned,10974,337
HONOKAA,0,150
MmmarS,0,150
junmo-猎人,0,150
SaltFishMax,1260,225
Bubblemeow,5706,170
Eazycome,0,150
yipe,0,150
Adada,0,150
Hellapeno,0,150
iamyiyi,0,150
Cenalaolv,0,150
shadowyhero,0,150
Bisusc/Apmzero,0,150
Ballsbeater,0,150
ni,0,150
Diehuilaile,0,150
dashanxf,0,150
Memorial,0,150
yoyo,0,150
Silverfs琳,0,150
babybear,0,150
Sophon,0,150
MS—Sukam,0,150
dieselol,0,150
Nineninene,0,150
Dorange,0,150
Aola,0,150
Highriskx (Mosanz),11399,204
Shushi,0,150
HolyWallet,10789,231
DanielWu（术士）,0,150
Rodasu,0,150
Umeii,0,150
Baowen,9619,180
Zeroseven,0,150
edyson,0,150
Waternj,0,150
Sword,0,150
Gandamo,11382,259
waiwai,0,150
Washcutblow,0,150
dieselol,0,150
Mottoe,0,150
Amao,0,150
Disel,0,150
leomessi,0,150
Mangfu,0,150
Maruji - douyu/7493058,0,150
Ruuaa,0,150
Lusixsix,0,150
postlife,0,150
自闭,0,150
Lemonadedede,0,150
Seed/Seardna,4623,163
Bigredboom,0,150
Sylei女兽猎,0,150
Yuxuan 法师,0,150
Aiolos,0,150
盗贼-Oia,0,150
Squiirtle,0,150
Destinyjoker,11186,207
sugmadic,0,150
Straypigeon,0,150
pattonzhang  矮人 猎人,0,150
Quelthelan,8565,201
Tastea,4110,259
Holyfan mage,0,150
timi,0,150
Shuaishuaide,0,150
geejaa,0,150
Missyu,0,150
gegewu,0,150
Annie,0,150
The micky MAO,0,150
Nxnmn,0,150
Warrior-Kamidesi,0,150
Akilios,0,150
Brainhole,0,150
watanabe,0,150
gokugml,0,150
Lazymilk,0,150
The Gents,0,150
Maodaa,0,150
sisilol,0,150
Kokoa,0,150
Twinklemilk,0,150
